Image,Path,spp Name,spp ID,N pts per species,Cov% per species,N pts ALL species,Cov% ALL species,Reference random pts
DSCN3759.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Zoanthus sp.,133,3,3,100,100,100
DSCN3759.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Other (Sponge massive),159,11,11,100,100,100
DSCN3759.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Turf,217,43,43,100,100,100
DSCN3759.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Ulva sp.,240,7,7,100,100,100
DSCN3759.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Other (Fleshy algae),242,36,36,100,100,100
DSCN3762.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Porites astreoides,62,1,1,100,100,100
DSCN3762.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Zoanthus sp.,133,2,2,100,100,100
DSCN3762.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Agelas sp.,134,2,2,100,100,100
DSCN3762.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Other (Sponge massive),159,9,9,100,100,100
DSCN3762.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Turf,217,55,55,100,100,100
DSCN3762.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Ulva sp.,240,9,9,100,100,100
DSCN3762.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Other (Fleshy algae),242,21,21,100,100,100
DSCN3762.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Artifact,278,1,1,100,100,100
DSCN3763.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Other (Sponge encrusting),185,13,13,100,100,100
DSCN3763.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Turf,217,56,56,100,100,100
DSCN3763.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Ulva sp.,240,27,27,100,100,100
DSCN3763.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Other (Fleshy algae),242,4,4,100,100,100
DSCN3764.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Other (Sponge encrusting),185,16,16,100,100,100
DSCN3764.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Cyanobacteria,216,2,2,100,100,100
DSCN3764.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Turf,217,62,62,100,100,100
DSCN3764.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Ulva sp.,240,1,1,100,100,100
DSCN3764.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Other (Fleshy algae),242,19,19,100,100,100
DSCN3765.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Other (Sponge encrusting),185,27,27,100,100,100
DSCN3765.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Turf,217,25,25,100,100,100
DSCN3765.JPG,C:\Users\zlatk\Google Drive (13-11186@usb.ve)\LEEUSB\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\Punta Conejo\puntaconejo_t4\Bentos\,Ulva sp.,240,14,14,100,100,100
