Image,Path,spp Name,spp ID,N pts per species,Cov% per species,N pts ALL species,Cov% ALL species,Reference random pts
DSCN1045.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Turf,217,98,98,100,100,100
DSCN1045.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Rubble,273,2,2,100,100,100
DSCN1046.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Turf,217,96,96,100,100,100
DSCN1046.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Ulva sp.,240,3,3,100,100,100
DSCN1046.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Rubble,273,1,1,100,100,100
DSCN1047.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Turf,217,97,97,100,100,100
DSCN1047.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Rubble,273,1,1,100,100,100
DSCN1047.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Artifact,278,2,2,100,100,100
DSCN1049.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Pseudopterogorgia sp.,118,80,80,100,100,100
DSCN1049.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Turf,217,8,8,100,100,100
DSCN1049.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Ulva sp.,240,11,11,100,100,100
DSCN1049.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Artifact,278,1,1,100,100,100
DSCN1050.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Pseudopterogorgia sp.,118,94,94,100,100,100
DSCN1050.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Turf,217,5,5,100,100,100
DSCN1050.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Ulva sp.,240,1,1,100,100,100
DSCN1051.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Pseudopterogorgia sp.,118,56,56,100,100,100
DSCN1051.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Ulva sp.,240,44,44,100,100,100
DSCN1052.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Pseudopterogorgia sp.,118,48,48,100,100,100
DSCN1052.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Turf,217,19,19,100,100,100
DSCN1052.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Ulva sp.,240,32,32,100,100,100
DSCN1052.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Rubble,273,1,1,100,100,100
DSCN1055.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Pseudopterogorgia sp.,118,8,8,100,100,100
DSCN1055.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Turf,217,32,32,100,100,100
DSCN1055.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Ulva sp.,240,60,60,100,100,100
DSCN1057.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Pseudopterogorgia sp.,118,78,78,100,100,100
DSCN1057.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Turf,217,14,14,100,100,100
DSCN1057.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Ulva sp.,240,8,8,100,100,100
DSCN1058.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Turf,217,61,61,100,100,100
DSCN1058.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Ulva sp.,240,39,39,100,100,100
DSCN1044.JPG,C:\Users\Rizophora\Desktop\Alita\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Oriente\Cubagua\La Muerta\lamuerta_t4\Bentos\,Pseudopterogorgia sp.,118,7,7,100,100,100
