Image,Path,spp Name,spp ID,N pts per species,Cov% per species,N pts ALL species,Cov% ALL species,Reference random pts
DSCN3382.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Diploria labyrinthiformis,45,37,37,100,100,100
DSCN3382.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Siderastrea siderea,67,4,4,100,100,100
DSCN3382.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Plexaura sp.,115,5,5,100,100,100
DSCN3382.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Turf,217,54,54,100,100,100
DSCN3383.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Pseudodiploria strigosa,65,3,3,100,100,100
DSCN3383.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Siderastrea siderea,67,11,11,100,100,100
DSCN3383.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Plexaura sp.,115,5,5,100,100,100
DSCN3383.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Millepora alcicornis,126,3,3,100,100,100
DSCN3383.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Palythoa caribbaeorum,132,5,5,100,100,100
DSCN3383.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Turf,217,73,73,100,100,100
DSCN3384.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Porites astreoides,62,3,3,100,100,100
DSCN3384.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Pseudodiploria strigosa,65,8,8,100,100,100
DSCN3384.JPG,C:\Users\Luis Miguel\Google Drive (luismmontilla@usb.ve)\Proyectos Arrecifes\Venezuela_100pts\Data\Data cruda\Costa Central\Chichiriviche\Punta Media Legua\puntamedialegua_t1\Bentos\,Turf,217,89,89,100,100,100
